gene	gene length
SMPDL3B	1368
SMYD2	1302
SMYD3	1287
SNAP47	1395
SNAPIN	411
SNIP1	1191
SNRNP40	1074
SNRPE	279
SNX27	1587
SNX7	1356
SOAT1	1653
SORT1	2496
SOX13	1869
SPAG17	6672
SPATA17	1086
SPATA21	1410
SPATA6	1467
SPEN	10995
SPHAR	192
SPOCD1	3651
SPRR1A	270
SPRR1B	270
SPRR2A	219
SPRR2B	219
SPRR2D	219
SPRR2E	219
SPRR2F	219
SPRR2G	222
SPRR3	510
SPRR4	240
SPRTN	1470
SPSB1	822
SPTA1	7260
SRGAP2	2956
SRGAP2B	1117
SRGAP2C	1117
SRM	909
SRP9	261
SRRM1	2715
SRSF10	789
SRSF11	1455
SRSF4	1485
SSBP3	1167
SSR2	552
SSU72	585
SSX2IP	1845
ST3GAL3	1335
ST6GALNAC3	918
ST6GALNAC5	1011
ST7L	1728
STIL	3867
STK40	1308
STMN1	525
STPG1	1005
STRIP1	2514
STX12	831
STX6	768
STXBP3	1779
SUCO	3765
SUSD4	1473
SV2A	2229
SWT1	2703
SYCP1	2931
SYDE2	3585
SYF2	732
SYNC	1449
SYPL2	819
SYT11	1296
SYT14	1860
SYT2	1260
SYT6	1278
SYTL1	1689
SZRD1	459
SZT2	10128
TACSTD2	972
TADA1	1008
TAF12	486
TAF13	375
TAF1A	1353
TAF5L	1770
TAGLN2	663
TAL1	996
TARBP1	4866
TARDBP	1245
TARS2	2157
TAS1R1	2526
TAS1R2	2520
TAS1R3	2559
TATDN3	846
TBCE	1584
TBX15	1491
TBX19	1347
TCEA3	1047
TCEANC2	627
TCEB3	2397
TCHH	5832
TCHHL1	2715
TCTEX1D1	540
TCTEX1D4	666
TDRD10	1101
TDRD5	3108
TDRKH	1686
TEDDM1	822
TEKT2	1293
TESK2	1716
TEX35	702
TEX38	621
TFAP2E	1329
TFB2M	1191
TGFB2	1329
TGFBR3	2556
THAP3	720
THBS3	2871
THEM4	723
THEM5	744
THEMIS2	1932
THRAP3	2868
TIE1	3417
TIMM17A	516
TINAGL1	1404
TIPRL	819
TLR5	2577
TM2D1	624
TMCC2	2130
TMCO1	720
TMCO2	549
TMCO4	1905
TMED5	690
TMEM125	660
TMEM167B	225
TMEM183A	1131
TMEM183B	1131
TMEM200B	924
TMEM201	2001
TMEM206	1236
TMEM222	627
TMEM234	423
TMEM240	522
TMEM39B	1479
NDC1	2025
TMEM50A	474
TMEM51	762
TMEM52	630
TMEM53	834
TMEM54	669
TMEM56	792
TMEM56-RWDD3	606
TMEM57	1995
TMEM59	972
TMEM61	633
TMEM63A	2424
TMEM69	744
TMEM78	411
TMEM79	1185
TMEM81	768
TMEM82	1032
TMEM88B	492
TMEM9	552
TMOD4	1038
TNFAIP8L2	555
TNFAIP8L2-SCNM1	588
TNFRSF14	852
TNFRSF18	768
TNFRSF1B	1386
TNFRSF25	1281
TNFRSF4	834
TNFRSF8	1788
TNFRSF9	768
TNFSF18	600
TNFSF4	552
TNN	3900
TNNI1	564
TNNI3K	2508
TNNT2	897
TNR	4077
TOE1	1533
TOMM20	438
TOMM40L	927
TOR1AIP1	1755
TOR1AIP2	1413
TOR3A	1194
TP53BP2	3405
TP73	1911
TPM3	858
TPR	7092
TPRG1L	819
TRABD2B	1554
TRAF3IP3	1656
TRAF5	1674
TRAPPC3	567
TRIM11	1407
TRIM17	1434
TRIM33	3384
TRIM45	1743
TRIM46	2280
TRIM58	1461
TRIM62	1428
TRIM63	1062
TRIM67	2352
TRIT1	1404
TRMT13	1446
TRMT1L	2202
TRNAU1AP	864
TRNP1	684
TROVE2	1617
TSACC	378
TSEN15	516
TSHB	417
TSNAX	873
TSPAN1	726
TSPAN2	666
TSSK3	807
TSTD1	348
TTC13	2583
TTC22	1710
TTC24	1749
TTC34	1701
TTC39A	1746
TTC4	1164
TTF2	3489
TTLL10	2022
TTLL7	2664
TUFT1	1173
TXLNA	1641
TXNDC12	519
TXNIP	1176
TYW3	780
UAP1	1518
UBAP2L	3264
UBE2J2	828
UBE2Q1	1269
UBE2T	594
UBE2U	681
UBE4B	3909
UBIAD1	1017
UBL4B	525
UBQLN4	1806
UBR4	15552
UBXN10	843
UBXN11	1563
UCHL5	990
UCK2	786
UFC1	504
UHMK1	1260
UQCRH	276
UQCRHL	276
URB2	4575
UROD	1104
USF1	933
USH2A	15609
USP1	2358
USP21	1698
USP24	7863
USP33	2829
USP48	3108
UTP11L	762
UTS2	420
VAMP3	303
VAMP4	426
VANGL1	1575
VANGL2	1566
VASH2	936
VAV3	2544
VCAM1	2220
VHLL	420
VN1R5	1074
VPS13D	13167
VPS45	1713
VPS72	1128
VSIG8	1245
VTCN1	849
VWA1	1338
VWA5B1	3648
WARS2	1083
WASF2	1497
WDR26	1986
WDR3	2832
DCAF8	2256
WDR47	2784
WDR63	2676
WDR64	3246
CFAP57	3852
WDR77	1029
WDR78	2547
WDTC1	2034
WLS	1632
WNT2B	1176
WNT3A	1059
WNT4	1056
WNT9A	1098
WRAP73	1383
XCL1	345
XCL2	345
XKR8	1188
XPR1	2091
YARS	1587
YBX1	975
YIPF1	921
YOD1	1047
YRDC	840
YTHDF2	1740
YY1AP1	2667
ZBED6	2940
ZBTB17	2412
ZBTB37	1512
ZBTB40	3720
ZBTB41	2730
ZBTB48	2067
ZBTB7B	1722
ZBTB8A	1326
ZBTB8B	1488
ZBTB8OS	540
ZC3H11A	2433
ZC3H12A	1800
ZCCHC11	4938
ZCCHC17	726
ZDHHC18	1167
ZFYVE9	4278
ZMPSTE24	1428
ZMYM1	3429
ZMYM4	4647
ZMYM6	3978
ZMYM6NB	465
ZMYND12	1098
ZNF124	870
ZBTB18	1596
ZNF281	2688
ZNF326	1749
ZNF362	1263
ZNF436	1413
ZNF496	1764
ZNF593	405
ZFP69	1581
ZFP69B	1605
ZNF644	3984
ZNF648	1707
ZNF669	1395
ZNF670	1170
ZNF672	1359
ZNF678	1743
ZNF683	1515
ZNF684	1137
ZNF687	3714
ZNF691	948
ZNF692	1575
ZNF695	1548
ZNF697	1638
ZNHIT6	1413
ZP4	1623
ZRANB2	993
ZSCAN20	3132
ZSWIM5	3558
ZYG11A	2280
ZYG11B	2235
ZZZ3	2712
A1BG	1488
ABCA7	6441
ABHD8	1320
ACER1	795
ACP5	978
ACPT	1281
ACSBG2	2001
ACTL9	1251
ACTN4	2736
ADAMTS10	3312
ADAMTSL5	1416
ADAT3	1104
ADCK4	1635
ADM5	462
AES	795
AKAP8	2079
AKAP8L	1941
AKT1S1	831
AKT2	1446
ALDH16A1	2409
ALKBH6	801
ALKBH7	666
AMH	1683
ANGPTL4	1221
ANGPTL6	1413
ANKLE1	2010
ANKRD24	3441
ANKRD27	3153
ANO8	3699
AP1M1	1308
AP1M2	1272
AP2A1	2934
AP2S1	429
AP3D1	3648
APBA3	1728
APC2	6912
APLP1	1956
APOC1	252
APOC2	306
APOC4	384
APOE	954
ARHGAP33	3381
ARHGAP35	4500
ARHGEF1	2784
ARHGEF18	3522
ARID3A	1782
ARMC6	1506
ARRDC2	1224
ARRDC5	1029
ASF1B	609
ASNA1	1047
ASPDH	852
ATCAY	1116
ATF5	849
ATG4D	1425
ATP13A1	3615
ATP1A3	3081
ATP4A	3108
ATP5D	507
ATP5SL	792
ATP8B3	3903
AURKC	930
AXL	2685
AZU1	756
B3GNT3	1119
B3GNT8	1194
B9D2	528
BABAM1	990
BAX	657
BBC3	786
BCAM	1887
BCAT2	1179
BCKDHA	1338
BCL2L12	1005
BCL3	1365
BEST2	1530
BIRC8	711
BLOC1S3	609
BLVRB	621
BRD4	4089
BRSK1	2337
BSG	1158
BSPH1	399
BST2	543
BTBD2	1578
MYDGF	522
C19orf12	459
C19orf18	648
MISP	2040
C19orf24	399
C19orf25	357
C19orf26	1362
C19orf33	321
C19orf35	1422
C19orf38	693
C19orf40	648
C19orf43	531
C19orf44	1974
C19orf45	1518
C19orf47	1269
C19orf48	354
C19orf52	783
C19orf53	300
C19orf54	1056
PROSER3	1443
C19orf57	1914
MCEMP1	564
C19orf60	606
C19orf66	876
C19orf67	1077
C19orf68	1884
ERICH4	393
C19orf70	357
C19orf71	630
C19orf73	390
SMIM24	393
C19orf80	597
C19orf81	597
C2CD4C	1266
C3	4992
C5AR1	1052
CA11	987
CABP5	522
CACNA1A	7534
CACNG6	783
CACNG7	828
CACNG8	1278
CACTIN	2277
CADM4	1167
CALM3	450
CALR	1254
CALR3	1155
CAMSAP3	3831
CAPN12	2160
CAPNS1	807
CAPS	570
CARD8	1614
CARM1	1827
CASP14	729
CATSPERD	2397
CATSPERG	3480
CBLC	1425
CC2D1A	2856
CCDC105	1500
CCDC106	843
CCDC114	2013
CCDC124	672
CCDC130	1191
CCDC151	1788
CCDC155	1689
CCDC159	894
CCDC61	1539
CCDC8	1617
CCDC9	1596
CCDC94	972
CCDC97	1032
CCL25	453
CCNE1	1233
CD177	1314
CD177P1	0
CD209	1215
CD22	2544
CD320	849
CD33	1095
CD37	846
CD3EAP	1533
CD70	582
CD79A	681
CD97	2508
CDC34	711
CDC37	1137
CDC42EP5	447
CDKN2D	501
CEACAM1	1581
CEACAM16	1278
CEACAM19	903
CEACAM20	1791
CEACAM21	882
CEACAM3	759
CEACAM4	735
CEACAM5	2109
CEACAM6	1035
CEACAM7	798
CEACAM8	1050
CEBPA	1077
CEBPG	453
CELF5	1458
CEP89	2352
CERS1	1053
CERS4	1185
CFD	762
CGB	498
CGB1	468
CGB2	492
CGB5	498
CGB7	498
CGB8	498
CHAF1A	2871
CHERP	2751
CHMP2A	669
CHST8	1275
CIB3	564
CIC	4827
CILP2	3471
CIRBP	519
CKM	1146
CLASRP	2025
CLC	429
CLDND2	504
CLEC11A	972
CLEC17A	1137
CLEC4G	882
CLEC4M	1200
CLIP3	1644
CLPP	834
CLPTM1	2010
CNFN	339
CNN1	894
CNN2	930
CNOT3	2262
CNTD2	924
COL5A3	5238
COLGALT1	1869
COMP	2274
COPE	927
COX6B1	261
COX6B2	267
COX7A1	240
CPAMD8	5799
CPT1C	2412
CRB3	372
CREB3L3	1386
CRLF1	1269
CRTC1	1953
CRX	900
CSNK1G2	1248
CSNK1G2-AS1	0
CTU1	1047
CTXN1	249
CXCL17	360
CYP2A13	1485
CYP2A6	1485
CYP2A7	1485
CYP2A7P1	0
CYP2B6	1476
CYP2B7P	0
CYP2F1	1476
CYP2G1P	0
CYP2S1	1515
CYP4F11	1575
CYP4F12	1575
CYP4F2	1563
CYP4F22	1596
CYP4F3	1563
CYP4F8	1562
CYTH2	1203
DACT3	1890
DAND5	570
DAPK3	1365
DAZAP1	1224
DBP	978
DCAF15	1803
DDA1	309
DDX39A	1284
DDX49	1452
DEDD2	981
DENND1C	2406
DHDH	1005
DHPS	1110
DHX34	3432
DIRAS1	597
DKKL1	729
DLL3	1857
DMKN	1431
DMPK	1920
DMRTC2	1104
DMWD	2025
DNAAF3	1827
DNAJB1	1023
DNASE2	1083
DNM2	2613
DNMT1	4899
DOCK6	6144
DOHH	909
DOT1L	4614
DPF1	1245
DPP9	2679
DPRX	576
DPY19L3	2151
DUS3L	1953
DUXA	615
DYRK1B	1890
EBI3	690
ECH1	987
ECSIT	1296
EEF2	2577
EFNA2	642
EGLN2	1224
EHD2	1632
EID2	711
EID2B	486
EIF3G	963
EIF3K	657
ELANE	804
ELAVL1	981
ELAVL3	1104
ELL	1866
ELOF1	252
ELSPBP1	672
EMC10	789
EML2	2553
EMP3	492
EMR1	2661
EMR2	2472
EMR3	1959
EPHX3	1083
EPN1	1989
EPOR	1527
EPS15L1	2733
EPS8L1	2172
ERCC1	972
ERCC2	2283
ERF	1647
ERVV-1	1434
ERVV-2	1608
ETFB	1041
ETHE1	765
ETV2	1029
EVI5L	2418
EXOC3L2	1230
EXOSC5	708
F2RL3	1158
ABHD17A	1086
FAM129C	2094
FAM138F	0
FAM187B	1110
FAM32A	339
FAM71E1	696
FAM71E2	2769
FAM83E	1437
FAM90A27P	0
FAM98C	1050
FARSA	1527
FBL	966
FBN3	8430
FBXL12	981
FBXO17	864
FBXO27	852
FBXO46	1812
FBXW9	1377
FCAR	864
FCER2	966
FCGBP	16218
FCGRT	1098
FCHO1	2676
FDX1L	552
FEM1A	2010
FFAR1	903
FFAR2	993
FFAR3	1041
FGF21	630
FGF22	513
FIZ1	1491
FKBP8	1242
FKRP	1488
FLJ22184	4040
FLT3LG	708
FOSB	1017
FOXA3	1053
FPR1	1053
FPR2	1056
FPR3	1062
FSD1	1491
FSTL3	792
FTL	528
FUT1	1098
FUT2	1032
FUT3	1086
FUT5	1125
FUT6	1080
FUZ	1257
FXYD1	279
FXYD3	435
FXYD5	537
FXYD7	243
FZR1	1491
GADD45B	483
GADD45GIP1	669
GALP	351
GAMT	810
GAPDHS	1227
GATAD2A	1902
GCDH	1317
GDF1	1119
GDF15	927
GEMIN7	396
GGN	1959
GIPC1	1002
GIPC3	939
GIPR	1401
GLTSCR1	4683
GLTSCR2	1437
GMFG	429
GMIP	2913
GNA11	1080
GNA15	1125
GNG7	207
GNG8	213
GP6	1863
GPATCH1	2796
GPI	1710
GPR108	1632
GPR32	1071
GPR4	1089
GPR42	1041
C5AR2	1014
GPX4	705
GRAMD1A	2175
GRIK5	2943
GRIN2D	4011
GRIN3B	3132
GRWD1	1341
GSK3A	1452
GTF2F1	1554
GTPBP3	1575
GYS1	2214
GZMM	774
HAMP	255
HAPLN4	1209
HAS1	1737
HAUS5	1902
HAUS8	1233
HCN2	2670
HCST	282
HDGFRP2	2016
HIF3A	2010
HIPK4	1851
HKR1	1980
HMG20B	954
HMHA1	3459
HNRNPL	1770
HNRNPM	2193
HNRNPUL1	2571
HOMER3	1086
HOOK2	2160
HPN	1254
HRC	2100
HSD11B1L	1002
HSD17B14	813
HSH2D	1059
HSPB6	483
HSPBP1	1080
ICAM1	1599
ICAM3	1644
ICAM4	819
ICAM5	2775
IER2	672
IFI30	753
IFNL1	603
IFNL2	603
IFNL4	539
IGFL1	333
IGFL2	393
IGFL3	378
IGFL4	375
IGFLR1	1068
IGLON5	1011
IGSF23	579
IL11	600
IL12RB1	1989
IL27RA	1911
IFNL3	591
IL4I1	1770
ILF3	2697
ILVBL	1899
INSL3	474
INSR	4149
IRF2BP1	1755
IRF3	1359
IRGC	1392
IRGQ	1872
ISOC2	666
ISYNA1	1677
ITPKC	2052
IZUMO1	1053
IZUMO2	666
IZUMO4	699
JAK3	3375
JOSD2	567
JSRP1	996
JUNB	1044
JUND	1044
KANK2	2580
KANK3	2466
KCNA7	1371
KCNC3	2274
KCNJ14	1311
KCNK6	942
KCNN1	1632
KCNN4	1284
KCTD15	852
KDELR1	639
KDM4B	3291
KEAP1	1875
KHSRP	2136
KIAA0355	3213
KIAA1683	4104
KIR2DL1	1047
KIR2DL3	1026
KIR2DL4	1133
KIR2DS4	893
KIR3DL1	1335
KIR3DL2	1368
KIR3DL3	1233
KIR3DX1	1098
KIRREL2	2127
KISS1R	1197
KLC3	1515
KLF1	1089
KLF16	759
KLF2	1068
KLHL26	1848
KLK1	789
KLK10	831
KLK11	849
KLK12	765
KLK13	834
KLK14	804
KLK15	771
KLK2	786
KLK3	786
KLK4	765
KLK5	882
KLK6	735
KLK7	762
KLK8	918
KLK9	753
KPTN	1311
KRI1	2130
KRTDAP	300
KXD1	531
LAIR1	864
LAIR2	459
LDLR	2583
LENG1	795
LENG8	2403
LENG9	1506
LEUTX	507
LGALS13	420
LGALS14	507
LGALS16	429
LGALS4	972
LGALS7	411
LGALS7B	411
LGI4	1614
LHB	426
LIG1	2760
LILRA1	1470
LILRA2	1452
LILRA3	1320
LILRA4	1500
LILRA5	900
LILRA6	1437
LILRB1	1959
LILRB2	1797
LILRB3	1899
LILRB5	1776
LIM2	648
LIN37	741
LIN7B	624
LINGO3	1779
LIPE	3231
LMNB2	1863
LMTK3	4470
LOC100129083	348
LOC100131094	651
LOC100287177	315
LOC100507003	1557
LOC147646	561
LOC284385	315
LOC643669	801
LOC646862	990
LONP1	2880
LPAR2	1056
LPHN1	4425
LPPR2	1284
LPPR3	2241
LRFN1	2316
LRFN3	1887
LRG1	1044
LRP3	2313
LRRC25	918
LRRC4B	2142
LRRC8E	2391
LSM14A	1392
LSM4	420
LSM7	312
LSR	1950
LTBP4	4874
LYL1	843
LYPD3	1041
LYPD4	741
LYPD5	756
MADCAM1	1149
MAG	1881
MAMSTR	1248
MAN2B1	3036
MAP1S	3180
MAP2K2	1203
MAP2K7	1260
MAP3K10	2865
MAP4K1	2502
MARCH2	741
MARK4	2259
MAST1	4713
MAST3	3930
MATK	1527
MAU2	1842
MBD3L1	585
MBD3L2	627
MBD3L3	627
MBD3L4	627
MBD3L5	627
MBOAT7	1419
MCOLN1	1743
MED16	2634
MED25	2244
MED26	1803
MED29	666
MEF2B	1107
MEF2BNB	360
MEF2BNB-MEF2B	1098
MEGF8	8538
MEIS3	1266
MEX3D	2001
MIA	396
MIDN	1407
MIER2	1638
MKNK2	1398
KMT2B	8148
MLLT1	1680
MOB3A	654
MPND	1416
MPV17L2	621
MRI1	1110
MRPL34	279
MRPL4	936
MRPL54	417
MRPS12	417
MUC16	43524
MUM1	2136
MVB12A	822
MYADM	969
MYBPC2	3426
MYH14	6111
MYO1F	3297
MYO9B	6474
MYPOP	1200
MZF1	2205
NACC1	1584
NANOS2	417
NANOS3	579
NAPA	888
NAPSA	1263
NAT14	621
NCAN	3966
NCCRP1	828
NCLN	1692
NCR1	915
NDUFA11	687
NDUFA13	435
NDUFA3	255
NDUFA7	342
NDUFB7	414
NDUFS7	642
NFIC	1527
NFIX	1533
NFKBIB	1071
NFKBID	942
NKG7	498
NKPD1	2499
NLRP11	3102
NLRP12	3189
NLRP13	3132
NLRP2	3189
NLRP4	2985
NLRP5	3603
NLRP7	3114
NLRP8	3147
NLRP9	2976
NMRK2	693
NOSIP	906
NOTCH3	6966
NOVA2	1479
NPAS1	1773
NPHS1	3726
NR1H2	1383
NR2C2AP	420
NR2F6	1215
NRTN	594
NTF4	633
NTN5	1470
NUCB1	1386
NUDT19	1128
NUMBL	1830
NUP62	1569
NWD1	4299
NXNL1	639
OAZ1	688
OCEL1	795
ODF3L2	870
OLFM2	1365
ONECUT3	1485
OPA3	543
OR10H1	957
OR10H2	948
OR10H3	951
OR10H4	951
OR10H5	948
OR1I1	1068
OR1M1	942
OR2Z1	945
OR4F17	918
OR7A10	930
OR7A17	930
OR7A5	960
OR7C1	963
OR7C2	960
OR7D11P	0
OR7D2	939
OR7D4	939
OR7E24	1020
OR7G1	936
OR7G2	1038
OR7G3	939
OSCAR	861
OVOL3	645
P2RY11	1125
PAF1	1596
PAFAH1B3	696
PAK4	1776
PALM	1164
PALM3	2022
PAPL	1317
PBX4	1125
PCP2	411
PCSK4	2268
PDCD2L	1077
PDCD5	378
PDE4A	2661
PDE4C	2139
PEG3	4767
PEPD	1482
PET100	222
PEX11G	726
PGLS	777
PGLYRP1	591
PGLYRP2	1731
PGPEP1	630
PHLDB3	1923
PIAS4	1533
PIH1D1	873
PIK3R2	2187
PIN1	492
PINLYP	687
PIP5K1C	2007
PKN1	2847
PLA2G4C	1656
PLAUR	1008
PLD3	1473
PLEKHA4	2340
PLEKHF1	840
PLEKHG2	4161
PLEKHJ1	450
PLIN3	1305
PLIN4	4074
PLIN5	1392
PLK5	1011
PLVAP	1329
PNKP	1566
PNMAL1	1320
PNMAL2	1908
PNPLA6	4128
PODNL1	1539
POLD1	3324
POLR2E	633
POLR2I	378
POLRMT	3693
POP4	663
POU2F2	1440
PPAN	1422
PPAN-P2RY11	2385
PPAP2C	930
PPFIA3	3585
PPM1N	1293
PPP1R12C	2349
PPP1R13L	2487
PPP1R14A	444
PPP1R15A	2025
PPP1R37	2076
PPP2R1A	1770
PPP5C	1500
PPP5D1	414
PPP6R1	2646
PRAM1	2013
PRDX2	597
PRKACA	1056
PRKCG	2094
PRKCSH	1587
PRKD2	2637
PRMT1	1116
PRODH2	1611
PRPF31	1500
PRR12	6111
PRR19	1071
PRR22	1269
INAFM1	429
PRRG2	609
PRSS57	852
PRTN3	771
PRX	4386
PSENEN	306
PSG1	1281
PSG11	1008
PSG2	1008
PSG3	1287
PSG4	1260
PSG5	1008
PSG6	1308
PSG7	1260
PSG8	1281
PSG9	1281
PSMC4	1257
PSMD8	1053
PSPN	471
PTBP1	1674
PTGER1	1209
PTGIR	1161
PTH2	303
PTOV1	1251
PTPRH	3348
PTPRS	5847
PVR	1254
PVRL2	1617
QPCTL	1149
QTRT1	1212
R3HDM4	807
RAB11B	657
RAB3A	663
RAB3D	660
RAB4B	642
RAB8A	624
RABAC1	558
RAD23A	1092
RANBP3	1704
RASAL3	3036
RASGRP4	2022
RASIP1	2892
RAVER1	2271
RAX2	555
RBM42	1443
RCN3	987
RDH13	996
RDH8	996
REEP6	555
RELB	1736
RETN	327
REXO1	3666
RFPL4A	864
RFX1	2940
RFX2	2172
RFXANK	783
RGL3	2151
RGS9BP	708
RHPN2	2061
RINL	1701
RLN3	429
RNASEH2A	900
RNF126	936
RPL13A	612
RPL18	567
RPL18A	531
RPL28	510
RPL36	318
RPS11	477
RPS15	438
RPS16	441
RPS19	438
RPS28	210
RPS4XP21	0
RPS5	615
RPS9	585
RPSAP58	888
RRAS	657
RSPH6A	2154
RTBDN	786
RTN2	1638
RUVBL2	1392
RYR1	15117
S1PR2	1062
S1PR4	1155
S1PR5	1197
SAE1	1041
SAFB	2754
SAFB2	2862
SAMD1	1299
SAMD4B	2085
SARS2	1563
SBK2	1047
SBNO2	4101
SBSN	1773
SCAF1	3939
SCAMP4	690
SCGB2B2	291
SCN1B	807
SDHAF1	348
SELV	1041
SEMA6B	2667
SEPW1	264
SERTAD1	711
SERTAD3	591
SF3A2	1395
SGK110	1079
SGTA	942
SH2D3A	1731
SH3GL1	1107
SHANK1	6486
SHC2	1749
SHD	1023
SHISA7	1617
SHKBP1	2124
SIGLEC10	2094
SIGLEC11	2097
SIGLEC12	1788
SIGLEC14	1191
SIGLEC16	0
SIGLEC17P	0
SIGLEC5	1656
SIGLEC6	1362
SIGLEC7	1404
SIGLEC8	1500
SIGLEC9	1440
SIGLECL1	594
SIN3B	3489
SIPA1L3	5346
SIRT2	1170
SIRT6	1068
SIX5	2220
SLC17A7	1683
SLC1A5	1626
SLC1A6	1695
SLC25A23	1407
SLC25A41	1113
SLC25A42	957
SLC27A1	1941
SLC27A5	2073
SLC35E1	1233
SLC39A3	945
SLC44A2	2121
SLC5A5	1932
SLC6A16	2211
SLC7A10	1572
SLC7A9	1464
SLC8A2	2766
SMARCA4	5040
SMG9	1563
SMIM17	357
SMIM7	228
SNAPC2	1005
SNRNP70	1314
SNRPA	849
SNRPD2	357
SPACA4	375
SPC24	594
SPHK2	1965
SPIB	789
SPINT2	759
SPPL2B	1778
SPRED3	1233
SPTBN4	7695
SRRM5	2148
SSBP4	1158
SSC5D	4722
STAP2	1350
STK11	1302
STRN4	2283
STX10	750
STXBP2	1815
SUGP1	1938
SUGP2	3249
SULT2A1	858
SULT2B1	1098
SUPT5H	3264
SUV420H2	1389
SWSAP1	690
SYCE2	657
SYCN	405
SYDE1	2208
SYMPK	3825
SYNE4	1215
SYNGR4	705
SYT3	1773
SYT5	1161
TARM1	816
TBC1D17	1947
TBCB	735
TBXA2R	1224
TCF3	1965
TDRD12	1188
TEAD2	1356
TECR	927
TEX101	804
TFPT	762
TGFB1	1173
TGFBR3L	951
THAP8	825
THEG	1140
THEG5	447
THOP1	2070
TICAM1	2139
TIMM13	288
TIMM44	1359
TIMM50	1371
TJP3	2787
TLE2	2232
TLE6	1719
TM6SF2	1134
TMC4	2139
TMED1	684
TMEM143	1380
TMEM145	1482
TMEM147	675
TMEM150B	702
TMEM160	567
TMEM161A	1440
TMEM190	534
TMEM205	570
TMEM221	876
TMEM238	531
TMEM259	1863
TMEM38A	900
TMEM59L	1029
TMEM86B	681
TMEM91	519
TMIGD2	849
TMPRSS9	3180
TNFAIP8L1	561
TNFSF14	723
TNFSF9	765
TNNI3	632
TNNT1	837
TNPO2	2694
TOMM40	1086
TPGS1	873
TPM4	855
TPRX1	1236
TRAPPC2B	423
TRAPPC5	567
TRAPPC6A	522
TRIM28	2508
TRIP10	1638
TRMT1	1980
TRPM4	3645
TSEN34	933
TSHZ3	3246
TSKS	1779
TSPAN16	738
TSSK6	822
TTC9B	720
TTYH1	1383
TUBB4A	1335
TULP2	1563
TYK2	3564
TYROBP	342
U2AF1L4	609
U2AF2	1428
UBA2	1923
UBA52	387
UBE2M	552
UBE2S	669
UBL5	222
UBXN6	1326
UHRF1	2420
UNC13A	5112
UPF1	3357
UPK1A	777
UQCR11	171
UQCRFS1	825
URI1	1608
USE1	780
USF2	1041
USHBP1	2112
USP29	2769
VASP	1143
VAV1	2538
VMAC	510
VN1R1	1062
VN1R2	1188
VN1R4	906
VRK3	1425
VSIG10L	2604
VSTM1	711
VSTM2B	858
WDR18	1299
WDR62	4572
WDR83	948
WDR83OS	321
WDR87	8622
WDR88	1419
WIZ	2385
WTIP	1293
XAB2	2568
XRCC1	1902
YIF1B	945
YIPF2	951
YJEFN3	900
ZBTB32	1464
ZBTB45	1536
ZBTB7A	1755
ZC3H4	3912
ZNF112	2742
ZFP14	1602
ZFP28	2607
ZFP30	1560
ZFP36	999
ZFP82	1599
ZFR2	2820
ZGLP1	816
ZIK1	1464
ZIM2	1584
ZIM3	1419
ZNF100	1629
ZNF101	1311
ZNF114	1254
ZNF121	1173
ZNF132	2121
ZNF134	1284
ZNF135	2049
ZNF136	1623
ZNF14	1929
ZNF146	879
ZNF154	1314
ZNF155	1650
ZNF160	2457
ZNF17	1989
ZNF175	2136
ZNF177	1446
ZNF180	2079
ZNF181	1716
ZNF20	1599
ZNF208	3843
ZNF211	1890
ZNF221	1854
ZNF222	1476
ZNF223	1449
ZNF224	2124
ZNF225	2121
ZNF226	2412
ZNF227	2400
ZNF229	2478
ZNF230	1425
ZNF233	2013
ZNF234	2103
ZNF235	2217
ZNF253	1500
ZNF254	1980
ZNF256	1884
ZNF257	1692
ZNF260	1239
ZNF264	1884
ZNF266	1650
ZNF274	1961
ZNF28	2157
ZNF283	2040
ZNF284	1782
ZNF285	1773
ZNF296	1428
ZNF30	1875
ZNF302	1200
ZNF304	1980
ZNF317	1788
ZNF320	1530
ZNF321P	702
ZNF324	1662
ZNF324B	1635
ZNF329	1626
ZNF331	1392
ZNF333	1998
ZNF345	1467
ZNF347	2523
ZNF350	1599
ZNF358	1707
ZNF382	1653
ZNF383	1428
ZNF404	1650
ZNF414	1173
ZNF415	1668
ZNF416	1785
ZNF417	1728
ZNF418	2031
ZNF419	1536
ZNF420	2067
ZNF426	1665
ZNF428	567
ZNF429	2025
ZNF43	2457
ZNF430	1713
ZNF431	1731
ZNF432	1959
ZNF433	2022
ZNF439	1500
ZNF44	1992
ZNF440	1788
ZNF441	2082
ZNF442	1884
ZNF443	2016
ZNF444	984
ZNF446	1353
ZNF45	2049
ZNF460	1689
ZNF461	1692
ZNF468	1569
ZNF470	2154
ZNF471	1881
ZNF473	2616
ZNF480	1608
ZNF486	1392
ZNF490	1590
ZNF491	1314
ZNF492	1596
ZNF493	2325
ZNF497	1497
ZNF506	1335
ZNF507	2862
ZNF524	795
ZNF525	1440
ZNF526	2013
ZNF527	1830
ZNF528	1887
ZNF529	1692
ZNF530	1800
ZNF534	2025
ZNF536	3903
ZNF540	1983
ZNF541	4041
ZNF543	1803
ZNF544	2148
ZNF546	2511
ZNF547	1209
ZNF548	1638
ZNF549	1923
ZNF550	1269
ZNF551	2013
ZNF552	1224
ZNF554	1617
ZNF555	1887
ZNF556	1371
ZNF557	1293
ZNF558	1209
ZNF559	1809
ZNF559-ZNF177	966
ZNF560	2373
ZNF561	1461
